cenario;tempo_h;Q_natural_Estrela_m3s;Q_resultante_Estrela_m3s;Q_fora_E12_m3s
C02;395,0;600,0437635783442;2546,5213491799163;113,59470466671927
C02;396,0;600,0417237692473;2545,237174266178;113,5943185090321
C02;397,0;600,0397782741302;2544,184968624382;113,59395020599045
C02;398,0;600,0379227716742;2543,3227286279043;113,59359893952242
C02;399,0;600,036153136513;2542,616079228401;113,59326392865204
C02;400,0;600,0344654304527;2542,0368814824956;113,59294442783707
C02;401,0;600,0328558940803;2541,5620965173152;113,5926397253804
C02;402,0;600,0313209387431;2541,1728579717865;113,59234914191165
C02;403,0;600,0298571388821;2540,8537141597617;113,59207202893593
C02;404,0;600,0284612247067;2540,5920085658136;113,59180776744681
C02;405,0;600,0271300751921;2540,377373198411;113,59155576660093
C02;406,0;600,0258607113882;2540,2013140896443;113,5913154624512
C02;407,0;600,024650290026;2540,0568720807632;113,59108631673632
C02;408,0;600,0234960974063;2539,9383451509393;113,59086781572404
C02;409,0;600,0223955435619;2539,841061077602;113,59065946910582
C02;410,0;600,021346156678;2539,7611912741645;113,59046080894066
C02;411,0;600,0203455777615;2539,695598325979;113,59027138864602
C02;412,0;600,0193915555484;2539,6417111106052;113,59009078203343
C02;413,0;600,0184819416367;2539,597422502303;113,58991858238743
C02;414,0;600,0176146858373;2539,561005570086;113,58975440158534
C02;415,0;600,0167878317332;2539,531044921618;113,58959786925642
C02;416,0;600,0159995124347;2539,5063804527344;113,58944863197856
C02;417,0;600,0152479465273;2539,4860612589373;113,58930635251082
C02;418,0;600,014531434198;2539,4693078717246;113,5891707090605
C02;419,0;600,013848353537;2539,455481315128;113,58904139458268
C02;420,0;600,013197157004;2539,444057750071;113,58891811611146
C02;421,0;600,0125763680536;2539,434607696989;113,58880059412095
C02;422,0;600,0119845779109;2539,4267790098297;113,58868856191502
C02;423,0;600,0114204424929;2539,420282923759;113,58858176504437
C02;424,0;600,0108826794675;2539,414882621583;113,58847996074984
C02;425,0;600,0103700654454;2539,4103838640526;113,58838291743069
C02;426,0;600,0098814332969;2539,406627311367;113,58829041413681
C02;427,0;600,0094156695905;2539,4034822305402;113,58820224008372
C02;428,0;600,0089717121471;2539,4008413384577;113,5881181941895
C02;429,0;600,0085485477026;2539,3986165755646;113,5880380846325
C02;430,0;600,0081452096784;2539,396735642183;113,58796172842898
C02;431,0;600,0077607760502;2539,395139159824;113,58788895102987
C02;432,0;600,0073943673139;2539,393778344645;113,58781958593565
C02;433,0;600,0070451445436;2539,392613100624;113,5877534743287
C02;434,0;600,006712307537;2539,3916104567056;113,58769046472213
C02;435,0;600,0063950930448;2539,3907432857914;113,58763041262469
C02;436,0;600,0060927730798;2539,3899892547834;113,58757318022062
C02;437,0;600,005804653303;2539,38932996389;113,58751863606412
C02;438,0;600,0055300714829;2539,3887502411208;113,58746665478766
C02;439,0;600,0052683960238;2539,3882375639146;113,58741711682342
C02;440,0;600,0050190245618;2539,38778158498;113,58736990813748
C02;441,0;600,0047813826236;2539,3873737435424;113,58732491997593
C02;442,0;600,0045549223477;2539,3870069465843;113,58728204862265
C02;443,0;600,0043391212613;2539,3866753074644;113,587241195168
C02;444,0;600,0041334811148;2539,386373931556;113,58720226528803
C02;445,0;600,0039375267688;2539,386098740413;113,58716516903371
C02;446,0;600,0037508051313;2539,385846327535;113,58712982062987
C02;447,0;600,0035728841432;2539,3856138400492;113,58709613828313
C02;448,0;600,0034033518109;2539,38539888158;113,58706404399871
C02;449,0;600,0032418152823;2539,3851994325355;113,58703346340546
C02;450,0;600,0030878999646;2517,5590312537183;113,587004325589
C02;451,0;600,0029412486834;2485,694283736322;113,58697656293238
C02;452,0;600,0028015208794;2456,9564923866833;113,58695011096403
C02;453,0;600,0026683918413;2433,1143954192994;113,58692490821271
C02;454,0;600,0025415519757;2413,2459357409452;113,58690089606901
C02;455,0;600,0024207061078;2396,609230224244;113,58687801865322
C02;456,0;600,0023055728162;2382,6011305932666;113,58685622268925
C02;457,0;600,0021958837971;2370,741996035741;113,58683545738428
C02;458,0;600,0020913832573;2360,642656806991;113,58681567431398
C02;459,0;600,0019918273365;2351,976403530801;113,58679682731298
C02;460,0;600,0018969835545;2344,486656016875;113,58677887237026
C02;461,0;600,0018066302842;2337,9639029436776;113,58676176752947
C02;462,0;600,0017205562496;2332,2292254339955;113,58674547279374
C02;463,0;600,0016385600452;2327,1411729235124;113,58672995003492
C02;464,0;600,0015604496796;2322,5858938163087;113,58671516290696
C02;465,0;600,0014860421378;2318,4634963898484;113,58670107676316
C02;466,0;600,0014151629656;2280,8748697809033;113,5866876585775
C02;467,0;600,0013476458719;2217,152290706678;113,58667487686924
C02;468,0;600,0012833323493;2136,1212733399434;113,5866627016313
C02;469,0;600,0012220713134;2049,788503112264;113,58665110426172
C02;470,0;600,0011637187567;1964,2730281846807;113,5866400574984
C02;471,0;600,0011081374207;1882,420385117251;113,5866295353568
C02;472,0;600,0010551964813;1805,845904353945;113,58661951307052
C02;473,0;600,0010047712493;1735,3822254290933;113,58660996703458
C02;474,0;600,0009567428854;1671,2895775387167;113,5866008747514
C02;475,0;600,0009109981272;1613,507431607084;113,58659221477923
C02;476,0;600,0008674290299;1561,8346491881503;113,58658396668295
C02;477,0;600,000825932718;1514,5056319738062;113,58657611098711
C02;478,0;600,0007864111493;1471,6431754103558;113,58656862913128
C02;479,0;600,000748770889;1435,772846760197;113,58656150342728
C02;480,0;600,0007129228954;1405,5563490126224;113,58655471701853
C03;0,0;600,0;122,9351851851852;113,58641975308645
C03;1,0;602,0730252219284;123,35993141777077;113,97886560811429
C03;2,0;615,6917366914672;126,15029611192301;116,55703340390629
C03;3,0;650,1096337094854;133,20224701791417;123,07270956675148
C03;4,0;712,3864302716262;145,96226288142566;134,86237349205965
C03;5,0;807,6922804725331;165,48966678755903;152,90479066846797
C03;6,0;939,578770874094;196,5244960014714;177,87231443265648
C03;7,0;1110,2198372612952;231,5013439853043;210,17649408894135
C03;8,0;1320,6254897546692;274,70284537097297;250,00853535983208
C03;9,0;1570,830978959158;326,19810312111406;297,37511156201117
C03;10,0;1860,0638049961954;385,8760482312582;352,1299802030351
C03;11,0;2186,8907593063777;453,47760184437567;414,00181956786696
C03;12,0;2549,346994559396;621,1208464116855;482,61866303382175
C03;13,0;2945,048939510288;703,6576985131173;557,5292750609964
C03;14,0;3371,2927119421097;794,4981419905033;638,2217818152961
C03;15,0;3825,1395327745504;894,4668138643498;724,1398409730917
C03;16,0;4303,48950692258;1004,011740872113;814,6966092271856
C03;17,0;4803,145010566519;1123,265210166948;909,2867421752527
C03;18,0;5320,864809227682;1263,810460358029;1007,2966394506035
C03;19,0;5853,409925584;1401,9175915684198;1108,1131279904453
C03;20,0;6397,582179524259;1548,9668300481342;1211,1307580805135
C03;21,0;6950,256234804096;1704,484244595902;1315,7578701299403
C03;22,0;7508,405906163199;1867,8477915750902;1421,421574890011
C03;23,0;8069,125407273852;2038,3206994902648;1527,5717759181712
C03;24,0;8629,646152846582;2621,184634142074;1633,6843503963996
C03;25,0;9187,349667093044;2800,2762634985615;1739,2635928413492
C03;26,0;9739,777095054598;2983,814103609423;1843,8440157006141
C03;27,0;10284,635762599604;3170,879957818406;1946,9915912304057
C03;28,0;10819,8031847608;3360,434708038407;2048,3045103167033
C03;29,0;11343,328880145813;3551,6397783356415;2147,4135259625846
C03;30,0;11853,434311058632;3743,511359055922;2243,9819419525716
C03;31,0;12348,511234394355;3935,207408802776;2337,7053006593687
C03;32,0;12827,11871701698;4125,883331668583;2428,3108180229383
C03;33,0;13287,97904092603;4314,593571499276;2515,556608354733
C03;34,0;13729,972697810983;4500,6867841572;2599,2307367532926
C03;35,0;14152,132649350526;4683,398442843473;2679,1501325174804
C03;36,0;14553,638008623728;4862,015327717223;2755,1593929700134
C03;37,0;14933,807279066135;5041,02010366339;2827,1295035195067
C03;38,0;15292,09127034545;5214,821391923479;2894,956496559946
C03;39,0;15628,065795183416;5382,915200429661;2958,560068900927
C03;40,0;15941,424237360823;5544,818318088011;3017,882174811488
C03;41,0;16231,970068771821;5700,138470076714;3072,8856094184202
C03;42,0;16499,609382313687;5848,560398770029;3123,55259510241
C03;43,0;16744,343497492064;5989,910504303919;3169,8833816599954
C03;44,0;16966,26168678126;6123,8184966960225;3211,8948693257416
C03;45,0;17165,53406290655;6250,085452347084;3249,619262258678
C03;46,0;17342,404660219705;6368,533848796054;3283,1027587726635
C03;47,0;17497,18473713819;6479,034582952343;3312,40428341646
C03;48,0;17630,246321136627;6581,556741946066;3337,594264971555
C03;49,0;17742,016012947275;6680,262422912792;3358,7534635210177
C03;50,0;17832,969062381486;6770,648731274573;3375,9718489391125
C03;51,0;17903,623724468413;6852,793835959406;3389,3475324479773
C03;52,0;17954,535901368436;6926,795018045614;3398,9857522744924
C03;53,0;17986,294072708497;6992,672046482774;3404,997913908531
C03;54,0;17999,514514561488;7050,543171673278;3407,5006850045893
C03;55,0;17994,836805211777;7100,60722608857;3406,6151445751234
C03;56,0;17972,91961407818;7142,9606525327135;3402,465985788608
C03;57,0;17934,4367686707;7177,828347252456;3395,180771402362
C03;58,0;17880,07359320866;7205,420707020401;3384,889240623793
C03;59,0;17810,52351149829;7225,8983558444925;3371,722665998766
C03;60,0;17726,484905832207;7285,985541713202;3355,8132587676805
C03;61,0;17628,658223010345;7488,2054057728;3337,293621004254
C03;62,0;17517,74331807004;7698,526130350652;3316,2962427552143
C03;63,0;17394,437025935666;7869,730141970544;3292,9530423275946
C03;64,0;17259,430950937294;7987,358215004984;3267,3949478209584
C03;65,0;17113,40946398961;8105,83250677077;3239,7515179719435
C03;66,0;16957,04789715301;8223,684037586989;3210,150600365356
C03;67,0;16791,010925306102;8287,607447943385;3178,718025067465
C03;68,0;16615,95112473257;8315,700639519146;3145,577331751071
C03;69,0;16432,507698555106;8320,49989423772;3110,8495284065075
C03;70,0;16241,305359126802;8309,927170470792;3074,652879766382
C03;71,0;16042,953357708182;8289,837767448167;3037,1027236130485
C03;72,0;15838,044652008452;8263,1081798253;2998,3113131852633
C03;73,0;15627,155202447417;8327,99512256282;2958,387683953035
C03;74,0;15410,843388293562;8520,247892134457;2917,437543086315
C03;75,0;15189,649535149563;8712,737970216229;2875,5631800029546
C03;76,0;14964,09554558486;8643,371152767088;2832,863396443488
C03;77,0;14734,684625051783;8571,171644124992;2789,4334545841343
C03;78,0;14501,901095564177;8496,360386998143;2745,3650417641607
C03;79,0;14266,210289962448;8419,15271707561;2700,746250469126
C03;80,0;14028,058519934102;8339,758078505467;2655,661572276825
C03;81,0;13787,873111301904;8258,379784070905;2610,19190453772
C03;82,0;13546,062500431135;8175,214817028862;2564,414568625857
C03;83,0;13303,016385941182;8090,453671676891;2518,4033386595033
C03;84,0;13059,10593023406;8004,280229820592;2472,2284796526433
C03;85,0;12814,68400567164;7916,871670424595;2425,95679411897
C03;86,0;12570,085480544294;7828,39840984364;2379,651676208802
C03;87,0;12325,627540274778;7739,024070145529;2333,3731725164216
C03;88,0;12081,610039592584;7648,905473153762;2287,178048750444
C03;89,0;11838,315881694916;7558,192657953668;2241,119861513047
C03;90,0;11596,011420680552;7467,028919721019;2195,249034485008
C03;91,0;11354,946883802193;7375,550867846043;2149,6129383625944
C03;92,0;11115,356810331023;7283,888501437662;2104,255973939312
C03;93,0;10877,460504064298;7192,165300402474;2059,219657770442
C03;94,0;10641,462496732905;7100,498330399967;2014,5427099010508
C03;95,0;10407,553019780918;7008,998360079422;1970,2611431788955
C03;96,0;10175,908482193263;6917,769989104809;1926,4083537123272
C03;97,0;9946,691952241494;6826,911785571267;1883,015212069914
C03;98,0;9720,053641200731;6736,516431510691;1840,1101548532367
C03;99,0;9496,131387263933;6646,670875274069;1797,719276307034
C03;100,0;9275,051138042878;6557,456489664737;1755,8664196618006
C03;101,0;9056,927430198797;6468,949234779451;1714,5732679330054
C03;102,0;8841,86386489006;6381,21982459311;1673,8594339284155
C03;103,0;8629,9535778596;6294,333896398309;1633,7425492406844
C03;104,0;8421,279703111732;6208,352182282306;1594,2383520263274
C03;105,0;8215,915829246442;6123,330681891995;1555,3607733946892
C03;106,0;8013,926447629981;6039,3208358016855;1517,1220222514332
C03;107,0;7815,367391683663;5956,369698859346;1479,5326684606075
C03;108,0;7620,286266668487;5874,5201129442485;1442,6017242074772
C03;109,0;7428,722869432374;5793,8108786231105;1406,3367234611633
C03;110,0;7240,709597669003;5714,276925242542;1370,743799451722
C03;111,0;7056,271848313505;5635,949479043376;1335,8277600907081
C03;112,0;6875,4284047705205;5558,8562289271695;1301,5921612775967
C03;113,0;6698,191812734795;5483,021489546937;1268,0393780466347
C03;114,0;6524,568744423784;5408,466361433262;1235,1706735199793
C03;115,0;6354,560351096319;5335,208887903345;1202,986265643244
C03;116,0;6188,16260378078;5263,264208534331;1171,4853916889929
C03;117,0;6025,366622181742;5192,6447090137935;1140,6663705222857
C03;118,0;5866,158991774946;5123,3601672092855;1110,5266626301516
C03;119,0;5710,522069137749;5055,417895325889;1081,062927923906
C03;120,0;5558,434275595607;4988,822878045499;1052,271081329576
C03;121,0;5409,8703792953265;4923,577906564472;1024,1463461873798
C03;122,0;5264,801765842645;4859,683708467308;996,683305486322
C03;123,0;5123,196697665593;4797,139073393271;969,87595096445
C03;124,0;4985,020562286258;4735,940974470446;943,717730109356
C03;125,0;4850,2361097020075;4676,084685507757;918,2015910969815
C03;126,0;4718,803679093444;4617,563893950042;893,3200257098604
C03;127,0;4590,681415090194;4560,370809614416;869,0651102785451
C03;128,0;4465,825473837498;4504,4962692380495;845,4285446922204
C03;129,0;4344,190219116528;4449,9298368781365;822,4016895263701
C03;130,0;4225,728408779472;4396,659900214377;799,9756013369455
C03;131,0;4110,391371767103;4344,673762812682;778,1410661716708
C03;132,0;3998,1291759815035;4293,957732416428;756,8886313501611
C03;133,0;3888,89078729056;4244,497205337961;736,20863556516
C03;134,0;3782,6242199430408;4196,276747028942;716,0912373577356
C03;135,0;3679,2766786748284;4149,280168912903;696,5264420195007
C03;136,0;3578,794692786816;4103,490601567632;677,5041269750021
C03;137,0;3481,1242424748207;4058,890564348502;659,0140656973164
C03;138,0;3386,2108776900404;4015,462031546732;641,0459502096136
C03;139,0;3293,999829806812;3973,1864951788925;623,5894122250533
C03;140,0;3204,436116371253;3932,0450245057505;606,6340429768248
C03;141,0;3117,4646392012028;3892,0183223798576;590,1694117895197
C03;142,0;3033,0302761037456;3853,0867785221153;574,1850834422322
C03;143,0;2951,0779664722363;3815,2305198280874;558,6706343730003
C03;144,0;2871,5527910199085;3778,429457804836;543,6156677732232
C03;145,0;2794,400045901934;3742,6633332389238;529,0098276197683
C03;146,0;2719,5653114723345;3707,9117581955934;514,8428116913826
C03;147,0;2646,9945159163603;3674,154255448452;501,10438361498905
C03;148,0;2576,633993993015;3641,370295437843;487,78438398626986
C03;149,0;2508,430541116255;3609,5393308549355;474,8727406078211
C03;150,0;2442,3314629971082;3578,6408289470473;462,35947788693164
C03;151,0;2378,284621062581;3548,65430163819;450,234725433874
C03;152,0;2316,238473860795;3519,5593335569815;438,4887259003339
C03;153,0;2256,1421146551793;3491,3356080623116;427,1118420963987
C03;154,0;2197,9453054042197;3463,962931355069;416,09456342328195
C03;155,0;2141,598507316485;3437,421254762204;405,4275116577227
C03;156,0;2087,052908164406;3411,6906952772733;395,10144612276963
C03;157,0;2034,2604465335653;3386,7515544393605;385,1072682784376
C03;158,0;1983,1738331780914;3362,5843356300347;375,43602576450684
C03;159,0;1933,7465696461802;3339,169759865713;366,0789159265364
C03;160,0;1885,9329643337037;3316,48878016045;357,0272888549844
C03;161,0;1839,6881461175753;3294,5225945318707;348,2726499661469
C03;162,0;1794,9680757145454;3273,2526577205795;339,8066621525037
C03;163,0;1751,7295549051566;3252,6606916910655;331,62114752890704
C03;164,0;1709,9302337567458;3232,728694979774;323,70808879997816
C03;165,0;1669,528615973717;3213,438950953666;316,05963027296656
C03;166,0;1630,4840624977348;3194,7740350403474;308,66807853930885
C03;167,0;1592,7567934750691;3176,7168209884885;301,52590284706514
C03;168,0;1556,307888703065;3159,2504862150913;294,6257351854434
C03;169,0;1521,0992866625488;3142,3585162938757;287,9603701016208
C03;170,0;1487,0937822380297;3126,0247086369477;281,5227642691562
C03;171,0;1454,255023222701;3110,2331754197116;275,30603582634683
C03;172,0;1422,5475057005428;3094,9683457969704;269,30346350201324
C03;173,0;1391,9365683933447;3080,2149674560524;263,5084855453284
C03;174,0;1362,3883860560004;3065,9581075508413;257,914698475478
C03;175,0;1333,8699619992713;3052,1831530586505;252,5158556661376
C03;176,0;1306,3491198150364;3038,8758105999427;247,30586577897623
C03;177,0;1279,794494375194;3026,0221057591125;242,27879105964962
C03;178,0;1254,1755221714757;3013,6083819427145;237,42884550902588
C03;179,0;1229,4624310598824;3001,621298809815;232,75039294169648
C03;180,0;1205,6262294698342;2990,047830307431;228,23794494315234
C03;181,0;1182,6386951348168;2978,875262342433;223,88615873637616
C03;182,0;1160,4723633980225;2968,0911901196732;219,6898349679733
C03;183,0;1139,1005151433853;2957,6835151746154;215,64391542338922
C03;184,0;1118,4971643994177;2947,6404421272355;211,74348068018188
C03;185,0;1098,6370456604056;2937,9504751825903;207,98374770778935
C03;186,0;1079,4956009667771;2928,6024144020516;204,36006742170417
C03;187,0;1061,0489667838428;2919,5853517679166;200,86792219948035
C03;188,0;1043,2739607156248;2910,8886670628167;197,5029233655165
C03;189,0;1026,1480680880684;2902,5020235841694;194,26080865111675
C03;190,0;1009,6494284337069;2894,415363712719;191,13743963589133
C03;191,0;993,7568219076206;2886,6189043531244;188,12879917615356
C03;192,0;978,4496556625268;2879,1031322634512;185,2309888255777
C03;193,0;963,7079502088118;2871,8587992894477;182,44022625300767
C03;194,0;949,512325783498;2864,876917518447;179,75284266195618
C03;195,0;935,8439887503172;2858,1487543668427;177,16528021599362
C03;196,0;922,6847180514101;2851,665827614179;174,67408947390936
C03;197,0;910,0168517295458;2845,4199003960302;172,27592683822397
C03;198,0;897,8232735382501;2839,402976167051;169,96755202034302
C03;199,0;886,0873996557889;2833,6072936447677;167,7458255253721
C03;200,0;874,793165517595;2828,0253217439913;165,60770615935462
C03;201,0;863,9250127804395;2822,6497545109755;163,55024856144922
C03;202,0;853,4678764304288;2817,4735060658068;161,57060076333659
C03;203,0;843,4071720457692;2812,4897055608753;159,66600177792384
C03;204,0;833,7287832241556;2807,6916921626553;157,83377921921488
C03;205,0;824,4190491836107;2803,073010063464;156,0713469550166
C03;206,0;815,4647525446641;2798,6274035293254;154,37620279397498
C03;207,0;806,8531073008367;2794,34881198954;152,74592620825817
C03;208,0;798,5717469835557;2790,231365173097;151,17817609304944
C03;209,0;790,608713026839;2786,2693782965725;149,67068856385663
C03;210,0;782,9524433363216;2782,457347307755;148,2212747925068
C03;211,0;775,591761066525;2778,7899441888176;146,827818882563
C03;212,0;768,5158636095896;2775,2620123224633;145,48827578477426
C03;213,0;761,7143117981077;2771,8685619241046;144,20066925305534
C03;214,0;755,1770193241022;2768,604765542827;142,96308984138687
C03;215,0;748,8942423756862;2765,4659536335084;141,77369294192383
C03;216,0;742,8565694924317;2762,447610202225;140,6306968645086
C03;217,0;737,05491164003;2759,545368526738;139,53238095769746
C03;218,0;731,4804925043923;2756,755006953628;138,47708377133048
C03;219,0;726,1248390049553;2754,0724447733764;137,46320126059857
C03;220,0;720,9797720265932;2751,493738174466;136,4891850314953
C03;221,0;716,0373973691994;2749,015076277346;135,55354062747574
C03;222,0;711,2900969137004;2746,632777248928;134,6548258570885
C03;223,0;706,7305200029791;2744,3432844980716;133,7916491622924
C03;224,0;702,3515750359345;2742,1431629523395;132,96266802712174
C03;225,0;698,14642127266;2740,029095416162;132,16658742631913
C03;226,0;694,1084608485205;2737,9978790103837;131,40215831351466
C03;227,0;690,2313309947076;2736,046421693024;130,66817614849398
C03;228,0;686,5088964626866;2734,1717388609723;129,96347946306474
C03;229,0;682,9352421497834;2732,370950032199;129,2869484650017
C03;230,0;679,5046659230313;2730,64127560797;128,63750367952366
C03;231,0;676,211671638264;2728,9800337144625;128,0141046277335
C03;232,0;673,050962351342;2727,384637123041;127,4157485414305
C03;233,0;670,0174337183;2725,8525902484566;126,84146911368764
C03;234,0;667,1061675811204;2724,3814862240506;126,29033528456993
C03;235,0;664,3124257357725;2722,9690040530836;125,76145006135754
C03;236,0;661,6316438790972;2721,612905835156;125,2539493726262
C03;237,0;659,0594257310669;2720,311034066708;124,76700095552842
C03;238,0;656,591537328919;2719,061309014481;124,29980327561151
C03;239,0;654,2239014896237;2717,86172616082;123,85158447850377
C03;240,0;651,9525924371363;2716,710353719634;123,42160137279578
C03;241,0;649,7738305908658;2715,605330221808;123,00913844344161
C03;242,0;647,6839775117876;2714,544862168845;122,61350689500419
C03;243,0;645,6795310026337;2713,527221753463;122,23404372406857
C03;244,0;643,7571203585951;2712,550744645876;121,87011082014928
C03;245,0;641,9135017649933;2711,6138278444787;121,52109409442018
C03;246,0;640,145553838389;2710,714927589607;121,18640263559872
C03;247,0;638,4502733076251;2709,852557339084;120,86546789232112
C03;248,0;636,8247708313273;2709,02528580421;120,55774288135036
C03;249,0;635,2662669484166;2708,231735044894;120,26270142096519
C03;250,0;633,7720881582295;2707,4705786225836;119,97983738888458
C03;251,0;632,3396631268713;2706,740539809693;119,70866400409014
C03;252,0;630,9665190164808;2706,0403898541886;119,4487131319163
C03;253,0;629,6502779341192;2705,3689462980383;119,19953461178734
C03;254,0;628,3886534970526;2704,725071348219;118,96069560698834
C03;255,0;627,1794475112384;2704,107670298973;118,7317799758673
C03;256,0;626,0205467598837;2703,5156900040565;118,51238766387472
C03;257,0;624,9099198989904;2702,9481173976847;118,30213411585724
C03;258,0;623,8456144568614;2702,4039780629337;118,10064970803198
C03;259,0;622,8257539345939;2701,882334846357;117,90757919907885
C03;260,0;621,8485350046412;2701,382286517579;117,72258119979843
C03;261,0;620,9122248045866;2700,9029664726754;117,54532766079424
C03;262,0;620,0151583233225;2700,4435414801383;117,37550337764874
C03;263,0;619,1557358768947;2700,0032104682546;117,21280551307346
C03;264,0;618,3324206713237;2699,5812033527527;117,05694313552499
C03;265,0;617,5437364497753;2699,17677990358;116,90763677378928
C03;266,0;616,7882652215138;2698,789228649702;116,76461798704811
C03;267,0;616,0646450701257;2698,417865820821;116,62762894995252
C03;268,0;615,3715680385653;2698,0620343249584;116,49642205223913
C03;269,0;614,7077780886254;2697,7211027608396;116,3707595124362
C03;270,0;614,0720691325015;2697,3944644640665;116,25041300521771
C03;271,0;613,4632831341695;2697,081536586047;116,1351633019738
C03;272,0;612,8803082783579;2696,781759204726;116,02479992417764
C03;273,0;612,3220772049498;2696,4945944661285;115,91912080913872
C03;274,0;611,7875653067058;2696,219525755797;115,81793198774378
C03;275,0;611,275789088258;2695,9560568991815;115,72104727379669
C03;276,0;610,7858045843738;2695,7037113900983;115,62828796457883
C03;277,0;610,3167058355464;2695,462031646374;115,53948255226224
C03;278,0;609,867623419022;2695,2305782918265;115,45446644581715
C03;279,0;609,4377230334228;2695,008929463738;115,373081703066
C03;280,0;609,0262041351787;2694,7966801450198;115,29517677254552
C03;281,0;608,6322986250315;2694,593441520263;115,2206062448478
C03;282,0;608,2552695829232;2694,3988403549215;115,1492306131211
C03;283,0;607,8944100496295;2694,2125183968506;115,08091604242011
C03;284,0;607,5490418535479;2694,0341317995017;115,01553414760428
C03;285,0;607,2185144810956;2693,86335056603;114,95296177949221
C03;286,0;606,9022039892194;2693,6998580136487;114,89308081898795
C03;287,0;606,5995119585632;2693,543350257543;114,83577797890457
C03;288,0;606,3098644858837;2693,3935357136934;114,78094461321759
C03;289,0;606,0327112143483;2693,2501346199733;114,72847653348997
C03;290,0;605,7675244003889;2693,11287857491;114,67827383221768
C03;291,0;605,5137980158299;2692,9815100934948;114,63024071285277
C03;292,0;605,271046884044;2692,8557821794775;114,58428532626849
C03;293,0;605,0388058489339;2692,7354579135726;114,54031961343863
C03;294,0;604,8166289755706;2692,620310057026;114,49825915410985
C03;295,0;604,6040887813616;2692,5101206700224;114,45802302125347
C03;296,0;604,4007754966532;2692,404680744403;114,41953364108969
C03;297,0;604,2062963537103;2692,3037898502107;114,3827166584838
C03;298,0;604,0202749030503;2692,207255795569;114,3475008075209
C03;299,0;603,8423503561398;2692,1148942994196;114,3138177870713
C03;300,0;603,672176953497;2692,0265286766853;114,28160214116565
C03;301,0;603,5094233572747;2691,9419895353935;114,25079114400427
C03;302,0;603,3537720674267;2691,8611144853535;114,2213246894313
C03;303,0;603,2049188605941;2691,7837478579645;114,19314518470982
C03;304,0;603,0625722508743;2691,7097404367564;114,16619744843972
C03;305,0;602,926452971665;2691,6389491982864;114,14042861246512
C03;306,0;602,7962934778025;2691,5712370629976;114,11578802762394
C03;307,0;602,6718374672406;2691,5064726557057;114,09222717319646
C03;308,0;602,5528394215414;2691,4445300753378;114,0696995699155
C03;309,0;602,4390641644763;2691,3852886736026;114,04816069640464
C03;310,0;602,3302864380562;2691,328632842258;114,0275679089164
C03;311,0;602,2262904953383;2691,274451808656;114,0078803642461
C03;312,0;602,1268697093759;2691,222639439284;113,98905894570194
C03;313,0;602,0318261977012;2691,1730940509638;113,97106619201544
C03;314,0;601,9409704617519;2691,1257182294676;113,95386622908127
C03;315,0;601,8541210406764;2691,0804186552496;113,93742470441862
C03;316,0;601,7711041789661;2691,037105936036;113,92170872425058
C03;317,0;601,6917535073893;2690,995694446019;113,90668679310158
C03;318,0;601,615909736718;2690,9561021714;113,89232875581635
C03;319,0;601,5434203637532;2690,9182505620483;113,87860574190768
C03;320,0;601,4741393891799;2690,882064389047;113,86549011214301
C03;321,0;601,4079270467914;2690,8474716078945;113,85295540728407
C03;322,0;601,3446495436475;2690,81440322716;113,84097629889567
C03;323,0;601,2841788107386;2690,782793182368;113,82952854214406
C03;324,0;601,2263922637517;2690,752578214937;113,81858893050718
C03;325,0;601,1711725735422;2690,7236977559505;113,80813525232257
C03;326,0;601,1184074459344;2690,6960938145985;113,79814624910125
C03;327,0;601,0679894104853;2690,6697108711014;113,78860157553851
C03;328,0;601,019815617861;2690,644495773938;113,77948176115497
C03;329,0;600,973787645487;2690,6203976412253;113,77076817350421
C03;330,0;600,9298113111475;2690,59736776607;113,76244298288508
C03;331,0;600,8877964942196;2690,575359525764;113,75448912849936
C03;332,0;600,847656964241;2690,5543282946455;113,74689028599795
C03;333,0;600,8093102165212;2690,534231360507;113,73963083636019
C03;334,0;600,7726773145173;2690,515027844396;113,73269583605386
C03;335,0;600,7376827387029;2690,4966786236823;113,72607098842464
C03;336,0;600,7042542416757;2690,4791462582707;113,71974261626623
C03;337,0;600,6723227092515;2690,462394919813;113,71369763552407
C03;338,0;600,6418220273066;2690,4463903238284;113,70792353008716
C03;339,0;600,6126889541389;2690,431099664605;113,70240832762461
C03;340,0;600,584862998125;2690,416491552762;113,6971405764249
C03;341,0;600,5582863004622;2690,402535955393;113,69210932319761
C03;342,0;600,532903522789;2690,389204138658;113,6873040917988
C03;343,0;600,508661739488;2690,3764686127543;113,68271486284281
C03;344,0;600,4855103344829;2690,3643030791513;113,67833205416484
C03;345,0;600,463400902346;2690,3526823800075;113,6741465020995
C03;346,0;600,4422871535432;2690,3415824496856;113,6701494435427
C03;347,0;600,4221248236469;2690,3309802682725;113,66633249876469
C03;348,0;600,4028715863569;2690,320853817029;113,66268765494398
C03;349,0;600,3844869701735;2690,3111820356967;113,65920725039264
C03;350,0;600,3669322785731;2690,3019447815755;113,65588395944472
C03;351,0;600,3501705135446;2690,2931227903105;113,65271077798084
C03;352,0;600,334166302348;2690,2846976383116;113,64968100956283
C03;353,0;600,3188858273626;2690,276651706751;113,64678825215331
C03;354,0;600,3042967589009;2690,2689681470556;113,6440263853965
