dist_km;x;y;cota_m;area_km2;cota_talvegue_m;municipio
119,27509479414795;405450,8390872104;6732666,417810554;13,5;23350,828125;13,5;Cruzeiro do Sul
119,30373183734916;405450,8390872104;6732637,780767352;13,5;23350,833984375;13,5;Cruzeiro do Sul
119,33236888055036;405450,8390872104;6732609,143724152;13,5;23350,833984375;13,5;Cruzeiro do Sul
119,36100592375156;405450,8390872104;6732580,5066809505;13,5;23350,841796875;13,5;Cruzeiro do Sul
119,38964296695278;405450,8390872104;6732551,869637749;13,5;23350,841796875;13,5;Cruzeiro do Sul
119,41828001015398;405450,8390872104;6732523,232594548;13,5;23350,84375;13,5;Cruzeiro do Sul
119,44691705335518;405450,8390872104;6732494,595551346;13,5;23350,84375;13,5;Cruzeiro do Sul
119,47555409655638;405450,8390872104;6732465,958508145;13,5;23350,84375;13,5;Cruzeiro do Sul
119,5041911397576;405450,8390872104;6732437,321464945;13,5;23350,845703125;13,5;Cruzeiro do Sul
119,5328281829588;405450,8390872104;6732408,684421743;13,5;23350,84765625;13,5;Cruzeiro do Sul
119,56146522616;405450,8390872104;6732380,047378542;13,5;23350,84765625;13,5;Cruzeiro do Sul
119,5901022693612;405450,8390872104;6732351,410335341;13,5;23350,84765625;13,5;Cruzeiro do Sul
119,61873931256241;405450,8390872104;6732322,773292139;13,5;23350,849609375;13,5;Cruzeiro do Sul
119,64737635576361;405450,8390872104;6732294,136248938;13,5;23350,849609375;13,5;Cruzeiro do Sul
119,67601339896481;405450,8390872104;6732265,499205737;13,5;23350,849609375;13,5;Cruzeiro do Sul
119,70465044216603;405450,8390872104;6732236,862162536;13,5;23350,849609375;13,5;Cruzeiro do Sul
119,73328748536723;405450,8390872104;6732208,225119335;13,5;23350,8515625;13,5;Cruzeiro do Sul
119,76192452856843;405450,8390872104;6732179,588076133;13,5;23350,853515625;13,5;Cruzeiro do Sul
119,79056157176963;405450,8390872104;6732150,951032932;13,5;23350,853515625;13,5;Cruzeiro do Sul
119,81919861497084;405450,8390872104;6732122,313989731;13,5;23350,853515625;13,5;Cruzeiro do Sul
119,84783565817204;405450,8390872104;6732093,67694653;13,5;23350,85546875;13,5;Cruzeiro do Sul
119,87647270137325;405450,8390872104;6732065,039903329;13,5;23350,857421875;13,5;Cruzeiro do Sul
119,90510974457445;405450,8390872104;6732036,402860127;13,5;23350,857421875;13,5;Estrela
119,93374678777566;405450,8390872104;6732007,765816926;13,5;23350,857421875;13,5;Estrela
119,96238383097686;405450,8390872104;6731979,128773725;13,5;23350,857421875;13,5;Estrela
119,99102087417806;405450,8390872104;6731950,491730524;13,5;23350,859375;13,5;Estrela
120,01965791737928;405450,8390872104;6731921,854687323;13,5;23350,859375;13,5;Estrela
120,04829496058048;405450,8390872104;6731893,2176441215;13,5;23350,859375;13,5;Estrela
120,07693200378168;405450,8390872104;6731864,58060092;13,5;23350,861328125;13,5;Estrela
120,10556904698288;405450,8390872104;6731835,943557719;13,5;23350,86328125;13,5;Estrela
120,1342060901841;405450,8390872104;6731807,306514517;13,5;23350,86328125;13,5;Estrela
120,1628431333853;405450,8390872104;6731778,669471317;13,5;23350,86328125;13,5;Estrela
120,1914801765865;405450,8390872104;6731750,032428116;13,5;23350,865234375;13,5;Estrela
120,2201172197877;405450,8390872104;6731721,395384914;13,5;23350,8671875;13,5;Estrela
120,24875426298891;405450,8390872104;6731692,758341713;13,5;23350,8671875;13,5;Estrela
120,27739130619011;405450,8390872104;6731664,1212985115;13,5;23350,8671875;13,5;Estrela
120,30602834939131;405450,8390872104;6731635,48425531;13,5;23350,8671875;13,5;Estrela
120,33466539259253;405450,8390872104;6731606,84721211;13,5;23350,869140625;13,5;Estrela
120,36330243579373;405450,8390872104;6731578,210168908;13,5;23350,869140625;13,5;Estrela
120,39193947899493;405450,8390872104;6731549,573125707;13,5;23350,869140625;13,5;Estrela
120,42057652219613;405450,8390872104;6731520,936082506;13,5;23350,87109375;13,5;Estrela
120,44921356539734;405450,8390872104;6731492,299039304;13,5;23350,875;13,5;Estrela
120,47785060859854;405450,8390872104;6731463,661996103;13,5;23359,23828125;13,5;Estrela
120,50648765179974;405450,8390872104;6731435,024952902;13,5;23359,23828125;13,5;Estrela
120,53512469500095;405450,8390872104;6731406,387909701;13,5;23359,2421875;13,5;Estrela
120,56376173820216;405450,8390872104;6731377,7508665;13,5;23359,248046875;13,5;Estrela
120,59239878140336;405450,8390872104;6731349,113823298;13,5;23359,25390625;13,5;Estrela
