dist_km;cota_bruta_m;area_km2;cota_m;x_utm;y_utm
31,109983612027037;700,0;755,579345703125;699,2096774193549;570400,2079261455;6801395,321493443
31,13862065522824;700,0;755,5899658203125;699,0967741935484;570400,2079261455;6801423,9585366445
31,179119161723385;700,0;755,622802734375;699,0;570428,8449693467;6801452,595579846
31,21961766821853;700,0;755,6416625976562;698,8870967741935;570457,4820125478;6801481,232623047
31,260116174713673;699,5;755,6613159179688;698,7741935483871;570486,119055749;6801509,869666249
31,288753217914877;699,5;755,663818359375;698,6612903225806;570486,119055749;6801538,50670945
31,31739026111608;699,5;756,3345947265625;698,5483870967741;570486,119055749;6801567,14375265
31,346027304317285;699,5;756,3362426757812;698,4354838709677;570486,119055749;6801595,780795852
31,37466434751849;699,5;756,3395385742188;698,3225806451613;570486,119055749;6801624,417839053
31,403301390719694;699,5;756,38134765625;698,2096774193549;570486,119055749;6801653,054882254
31,443799897214838;699,0;756,4083862304688;698,1129032258065;570514,7560989503;6801681,691925456
31,472436940416042;699,0;756,4240112304688;698,0;570514,7560989503;6801710,328968657
31,501073983617246;699,0;756,4297485351562;697,8870967741935;570514,7560989503;6801738,966011858
31,54157249011239;699,0;756,436279296875;697,7741935483871;570543,3931421514;6801767,603055059
31,570209533313594;699,0;756,4641723632812;697,6612903225806;570543,3931421514;6801796,24009826
31,5988465765148;699,0;756,4674682617188;697,5322580645161;570543,3931421514;6801824,877141462
31,627483619716003;698,5;756,5396728515625;697,4193548387096;570543,3931421514;6801853,514184663
31,656120662917207;698,5;756,541259765625;697,3064516129032;570543,3931421514;6801882,151227864
31,68475770611841;698,5;756,5478515625;697,1935483870968;570543,3931421514;6801910,788271065
31,725256212613555;698,5;756,55517578125;697,0806451612904;570572,0301853527;6801939,425314266
31,75389325581476;698,5;756,5700073242188;696,9677419354839;570572,0301853527;6801968,062357468
31,794391762309903;698,0;756,5945434570312;696,8548387096774;570600,6672285539;6801996,699400669
31,834890268805047;698,0;756,8052978515625;696,741935483871;570629,304271755;6802025,33644387
31,87538877530019;698,0;756,820068359375;696,6290322580645;570657,9413149563;6802053,973487072
31,915887281795335;697,5;756,840576171875;696,516129032258;570686,5783581575;6802082,610530272
31,95638578829048;697,5;756,8553466796875;696,3870967741935;570715,2154013587;6802111,2475734735
31,99688429478562;697,5;756,8734130859375;696,258064516129;570743,8524445599;6802139,884616675
32,03738280128076;697,5;756,8938598632812;696,1451612903226;570772,4894877612;6802168,521659876
32,07788130777591;697,0;756,9185180664062;696,0322580645161;570801,1265309623;6802197,158703078
32,11837981427105;697,0;756,9800415039062;695,9193548387096;570829,7635741635;6802225,795746278
